URL,Port,Infoerror,Commonname,Internal Expiration,External Expiration,WAF Type,Issuer,Days,Copytocust,Checked,Supported by,BU,CDB,Lifecycle,Installer,Ticket
"healthcare-development-uat-polv5-haproxy01.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:30:12 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-uat-polv5-haproxy01.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"mail-bridger-ala.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 14:34:11 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mail-bridger-ala.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"mail.bridger.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","2022-07-20","On Prem","Trustwave Holdings","48.75","N","2022-06-01 05:51:40 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mail.bridger.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"polapiuat.lexisnexisrisk.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","2022-07-20","On Prem","Trustwave Holdings","48.75","N","2022-06-01 06:16:33 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=polapiuat.lexisnexisrisk.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"www.permitwizard.com","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-06-01 10:03:06 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.permitwizard.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"ala.permitwizard.pci.choicepoint.net","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 02:30:44 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.permitwizard.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"bct.permitwizard.pci.choicepoint.net","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 06:58:03 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.permitwizard.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"bct.www.permitwizard.com","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-31 22:55:44 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.www.permitwizard.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"permitwizard.com","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-06-01 03:35:19 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=permitwizard.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"www.express-permit.com","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-06-01 06:05:44 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.express-permit.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"www.express-truckpermit.com","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-06-01 06:05:44 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.express-truckpermit.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"www2.permitwizard_vip.pci.choicepoint.net","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 21:32:00 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www2.permitwizard_vip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"www3-permitwizard-extvip.pci.choicepoint.net","443","good","www.permitwizard.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 21:32:26 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www3-permitwizard-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"braalvesa01-wxl.risk.regn.net","443","bad 28","RIS-FFJEMTSMJD5","2022-07-21","","","NAPDAYPKIP039","49.75","N","2022-05-30 10:06:46 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=braalvesa01-wxl.risk.regn.net","","",""
"mnlgkvr102-w10d.risk.regn.net","443","bad 28","RIS-FFJEMTSMJD5","2022-07-21","","","NAPDAYPKIP039","49.75","N","2022-02-25 06:22:14 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mnlgkvr102-w10d.risk.regn.net","","",""
"ris-ffjemtsmjd5.risk.regn.net","443","bad 28","RIS-FFJEMTSMJD5","2022-07-21","","","NAPDAYPKIP039","49.75","N","2022-02-25 05:31:39 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ris-ffjemtsmjd5.risk.regn.net","","",""
"stageapps.pa.egov.com","443","good","*.pa.egov.com","2022-07-22","","","DigiCert Inc","50.75","N","2022-06-01 07:10:16 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=stageapps.pa.egov.com","","",""
"bctlpproxmoxz11.noam.lnrm.net","443","good","bctlpproxmoxz11.noam.lnrm.net","2022-07-22","","","PVE Cluster Manager CA","50.75","N","2022-05-30 08:00:02 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlpproxmoxz11.noam.lnrm.net","","",""
"bctlpproxmoxz12.noam.lnrm.net","443","good","bctlpproxmoxz12.noam.lnrm.net","2022-07-22","","","PVE Cluster Manager CA","50.75","N","2022-05-30 08:00:02 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlpproxmoxz12.noam.lnrm.net","","",""
"bctlpproxmoxz13.noam.lnrm.net","443","good","bctlpproxmoxz13.noam.lnrm.net","2022-07-22","","","PVE Cluster Manager CA","50.75","N","2022-05-30 08:00:02 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlpproxmoxz13.noam.lnrm.net","","",""
"bctlpproxmoxz14.noam.lnrm.net","443","good","bctlpproxmoxz14.noam.lnrm.net","2022-07-22","","","PVE Cluster Manager CA","50.75","N","2022-05-30 08:00:03 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlpproxmoxz14.noam.lnrm.net","","",""
"contractorservices.dr.lexisnexisrisk.com","443","bad 6","contractorservices.risk.lexisnexis.com","2022-07-22","","","Trustwave Holdings","50.75","N","2022-02-03 02:51:29 OLD, probably not a valid cert","RISOKCITManagers@risk.LexisNexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=contractorservices.dr.lexisnexisrisk.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"alawpjmp201.risk.regn.net","443","good","Windows","2022-07-22","","","Windows Admin Center","50.75","N","2022-05-30 05:48:21 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alawpjmp201.risk.regn.net","","",""
"bctlproxmoxhigint28.noam.lnrm.net","443","good","bctlproxmoxhigint28.noam.lnrm.net","2022-07-23","","","PVE Cluster Manager CA","51.75","N","2022-05-30 08:01:38 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint28.noam.lnrm.net","","",""
"bctlproxmoxhigint29.noam.lnrm.net","443","good","bctlproxmoxhigint29.noam.lnrm.net","2022-07-23","","","PVE Cluster Manager CA","51.75","N","2022-05-30 08:01:38 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint29.noam.lnrm.net","","",""
"bctlproxmoxhigint30.noam.lnrm.net","443","good","bctlproxmoxhigint30.noam.lnrm.net","2022-07-23","","","PVE Cluster Manager CA","51.75","N","2022-05-30 08:01:38 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint30.noam.lnrm.net","","",""
"bctlproxmoxhigint31.noam.lnrm.net","443","good","bctlproxmoxhigint31.noam.lnrm.net","2022-07-23","","","PVE Cluster Manager CA","51.75","N","2022-05-30 08:01:39 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint31.noam.lnrm.net","","",""
"bctlproxmoxhigint32.noam.lnrm.net","443","good","bctlproxmoxhigint32.noam.lnrm.net","2022-07-23","","","PVE Cluster Manager CA","51.75","N","2022-05-30 08:01:39 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint32.noam.lnrm.net","","",""
"bctlproxmoxhigint27.noam.lnrm.net","443","good","bctlproxmoxhigint27.noam.lnrm.net","2022-07-24","","","PVE Cluster Manager CA","52.75","N","2022-05-30 08:01:37 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctlproxmoxhigint27.noam.lnrm.net","","",""
"alaldimhaprxy01.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 03:40:32 ","mrkprtl.dev@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alaldimhaprxy01.risk.regn.net","Prod","mrkprtl.dev@lexisnexisrisk.com",""
"arportal-dev.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 06:41:23 ","MRKPRTL.Dev@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=arportal-dev.rs.lexisnexis.net","Non-Prod","mrkprtl.dev@lexisnexisrisk.com",""
"arportal-qa.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 06:41:24 ","mrkprtl.dev@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=arportal-qa.rs.lexisnexis.net","Non-Prod","mrkprtl.dev@lexisnexisrisk.com",""
"arportal-stg.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 06:41:24 ","mrkprtl.dev@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=arportal-stg.rs.lexisnexis.net","Non-Prod","mrkprtl.dev@lexisnexisrisk.com",""
"arportal-uat.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 06:41:24 ","mrkprtl.dev@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=arportal-uat.rs.lexisnexis.net","Non-Prod","mrkprtl.dev@lexisnexisrisk.com",""
"bdocs-bct.rs.lexisnexis.net","443","good 56","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2021-12-01 22:45:58 OLD, probably not a valid cert","alfrescoteam@lexisnexisrisk.com","SCRN","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bdocs-bct.rs.lexisnexis.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"bdocs.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 09:13:23 ","alfrescoteam@lexisnexisrisk.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bdocs.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"crm-ala.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:52 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crm-ala.risk.regn.net","Prod","ris-glowindowsteam@lexisnexis.com",""
"crm.ins.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:55 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crm.ins.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"crm.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:55 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crm.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"crmb.risk.regn.net","443","good 56","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:56 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crmb.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"crmb.rs.lexisnexis.net","443","good 56","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:56 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crmb.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"crmqa.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:57 ","slsiebelstaff@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crmqa.rs.lexisnexis.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"crmtst.rs.lexisnexis.net","443","good 56","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:51:59 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=crmtst.rs.lexisnexis.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"cru-order-bct.rs.lexisnexis.net","443","good 56","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 10:52:27 ","alp-cru.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=cru-order-bct.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"docrepo.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 11:28:21 ","","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=docrepo.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"idsportal-cert.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:52 ","InsIDSPortal.Dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportal-cert.rs.lexisnexis.net","Non-Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"idsportal-ua.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:53 ","InsIDSPortal.Dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportal-ua.rs.lexisnexis.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"idsportalapp-ala.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:53 ","insidsportal.dev@risk.lexisnexis.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-ala.rs.lexisnexis.net","","",""
"idsportalapp-bct.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:53 ","insidsportal.dev@risk.lexisnexis.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-bct.rs.lexisnexis.net","","",""
"idsportalapp-cert.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:54 ","insidsportal.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-cert.rs.lexisnexis.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"idsportalapp-ct.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:54 ","insidsportal.dev@risk.lexisnexis.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-ct.rs.lexisnexis.net","","ris-gloappinf@risk.lexisnexis.com",""
"idsportalapp-dev.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:54 ","insidsportal.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-dev.rs.lexisnexis.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"idsportalapp-qa.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:54 ","insidsportal.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-qa.rs.lexisnexis.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"idsportalapp-ua.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:55 ","insidsportal.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp-ua.rs.lexisnexis.net","Non-Prod","",""
"idsportalapp.ins.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:55 ","insidsportal.dev@risk.lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp.ins.risk.regn.net","Prod","",""
"idsportalapp.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 13:41:55 ","insidsportal.dev@risk.lexisnexis.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp.risk.regn.net","","",""
"idsportalapp.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","N/A","Trustwave Holdings","53.75","N","2022-05-30 13:41:55 ","nafas.sait@lexisnexisrisk.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idsportalapp.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"mycrm.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 15:36:57 ","slsiebelstaff@risk.lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mycrm.rs.lexisnexis.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"rf-adpf-int-versioning-dev-blue.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:43 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-dev-blue.risk.regn.net","Prod","rules.devop@lexisnexis.com",""
"rf-adpf-int-versioning-dev-blue.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:43 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-dev-blue.rs.lexisnexis.net","","",""
"rf-adpf-int-versioning-qa-blue.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:44 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-qa-blue.risk.regn.net","","",""
"rf-adpf-int-versioning-qa-blue.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:44 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-qa-blue.rs.lexisnexis.net","","",""
"rf-adpf-int-versioning-qa-quarantine.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:44 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-qa-quarantine.risk.regn.net","","",""
"rf-adpf-int-versioning-qa-quarantine.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:44 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-int-versioning-qa-quarantine.rs.lexisnexis.net","","",""
"rf-adpf-interactive-dev.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:45 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-interactive-dev.risk.regn.net","","",""
"rf-adpf-interactive-dev.rs.lexisnexis.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:45 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-interactive-dev.rs.lexisnexis.net","","",""
"rf-adpf-interactive-qa.risk.regn.net","443","good","*.rs.lexisnexis.net","2022-07-25","","","Trustwave Holdings","53.75","N","2022-05-30 17:06:45 ","rules.devop@lexisnexis.com","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=rf-adpf-interactive-qa.risk.regn.net","","",""
